"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"8121362" "Operator, guillotine (printing)" "8121362" "Operator, guillotine (printing)"
"8121363" "Operator, kiln (wood products mfr)" "8121363" "Operator, kiln (wood products mfr)"
"8121364" "Operator, lathe (wood products mfr)" "8121364" "Operator, lathe (wood products mfr)"
"8121365" "Operator, mill, saw" "8121365" "Operator, mill, saw"
"8121366" "Operator, plant (paper mfr)" "8121366" "Operator, plant (paper mfr)"
"8121367" "Operator, punch (paper goods mfr)" "8121367" "Operator, punch (paper goods mfr)"
"8121368" "Operator, saw (wood)" "8121368" "Operator, saw (wood)"
"8121369" "Operator, saw (sawmilling)" "8121369" "Operator, saw (sawmilling)"
"8121370" "Operator, saw, band (wood)" "8121370" "Operator, saw, band (wood)"
"8121371" "Operator, take-down (abrasive sheet)" "8121371" "Operator, take-down (abrasive sheet)"
"8121372" "Operator, winder (paper mfr)" "8121372" "Operator, winder (paper mfr)"
"8121373" "Ovenman (abrasive paper, cloth mfr)" "8121373" "Ovenman (abrasive paper, cloth mfr)"
"8121374" "Paperer (tobacco pipe mfr)" "8121374" "Paperer (tobacco pipe mfr)"
"8121375" "Parchmentiser" "8121375" "Parchmentiser"
"8121376" "Pickler, sleeper" "8121376" "Pickler, sleeper"
"8121377" "Planer (wood)" "8121377" "Planer (wood)"
"8121378" "Plater (paper mfr)" "8121378" "Plater (paper mfr)"
"8121379" "Potcherman" "8121379" "Potcherman"
"8121380" "Preserver, timber" "8121380" "Preserver, timber"
"8121381" "Presser (paper mfr)" "8121381" "Presser (paper mfr)"
"8121382" "Presser (plywood mfr)" "8121382" "Presser (plywood mfr)"
"8121383" "Presser (wood pulp mfr)" "8121383" "Presser (wood pulp mfr)"
"8121384" "Presser, hot (paper mfr)" "8121384" "Presser, hot (paper mfr)"
"8121385" "Presser, hot (printing)" "8121385" "Presser, hot (printing)"
"8121386" "Presser, veneer" "8121386" "Presser, veneer"
"8121387" "Proofer, moisture (transparent paper mfr)" "8121387" "Proofer, moisture (transparent paper mfr)"
"8121388" "Pulper (paper mfr)" "8121388" "Pulper (paper mfr)"
"8121389" "Pulperman (paper mfr)" "8121389" "Pulperman (paper mfr)"
"8121390" "Pulpman (paper mfr)" "8121390" "Pulpman (paper mfr)"
"8121391" "Recoverer (paper mfr)" "8121391" "Recoverer (paper mfr)"
"8121392" "Reeler (paper mfr)" "8121392" "Reeler (paper mfr)"
"8121393" "Reeler (wallpaper mfr)" "8121393" "Reeler (wallpaper mfr)"
"8121394" "Reelerman (paper mfr)" "8121394" "Reelerman (paper mfr)"
"8121395" "Reelman" "8121395" "Reelman"
"8121396" "Refiner (paper mfr)" "8121396" "Refiner (paper mfr)"
"8121397" "Repairer, box" "8121397" "Repairer, box"
"8121398" "Repairer, case (wood)" "8121398" "Repairer, case (wood)"
"8121399" "Repairer, cask" "8121399" "Repairer, cask"
"8121400" "Repairer, crate" "8121400" "Repairer, crate"
"8121401" "Repairer, pallet" "8121401" "Repairer, pallet"
"8121402" "Rincer, bobbin" "8121402" "Rincer, bobbin"
"8121403" "Ripperman (paper mfr)" "8121403" "Ripperman (paper mfr)"
"8121404" "Roller (paper mfr)" "8121404" "Roller (paper mfr)"
"8121405" "Roller (paper tube mfr)" "8121405" "Roller (paper tube mfr)"
"8121406" "Roller, cold (paper mfr)" "8121406" "Roller, cold (paper mfr)"
"8121407" "Roller, hot" "8121407" "Roller, hot"
"8121408" "Roller, tube (paper)" "8121408" "Roller, tube (paper)"
"8121409" "Roller-up (wallpaper mfr)" "8121409" "Roller-up (wallpaper mfr)"
"8121410" "Rougher and borer (woodwind instruments mfr)" "8121410" "Rougher and borer (woodwind instruments mfr)"
"8121411" "Router (wood)" "8121411" "Router (wood)"
"8121412" "Sander (wood products mfr)" "8121412" "Sander (wood products mfr)"
"8121413" "Sandman (abrasive paper, cloth mfr)" "8121413" "Sandman (abrasive paper, cloth mfr)"
"8121414" "Sawyer (wood)" "8121414" "Sawyer (wood)"
"8121415" "Sawyer" "8121415" "Sawyer"
"8121416" "Sawyer (coal mine)" "8121416" "Sawyer (coal mine)"
"8121417" "Sawyer (converting mill)" "8121417" "Sawyer (converting mill)"
"8121418" "Sawyer, back" "8121418" "Sawyer, back"
"8121419" "Sawyer, band" "8121419" "Sawyer, band"
"8121420" "Sawyer, circular" "8121420" "Sawyer, circular"
"8121421" "Sawyer, cut, cross" "8121421" "Sawyer, cut, cross"
"8121422" "Sawyer, mill" "8121422" "Sawyer, mill"
"8121423" "Sawyer, pulp, wood" "8121423" "Sawyer, pulp, wood"
"8121424" "Sawyer, rack" "8121424" "Sawyer, rack"
"8121425" "Sawyer, whip" "8121425" "Sawyer, whip"
"8121426" "Seasoner (paper mfr)" "8121426" "Seasoner (paper mfr)"
"8121427" "Servicer (textile printing)" "8121427" "Servicer (textile printing)"
"8121428" "Setter, film (textile mfr)" "8121428" "Setter, film (textile mfr)"
"8121429" "Setter, forme (paper box mfr)" "8121429" "Setter, forme (paper box mfr)"
"8121430" "Setter, machine (paper goods mfr)" "8121430" "Setter, machine (paper goods mfr)"
"8121431" "Setter, machine, board" "8121431" "Setter, machine, board"
"8121432" "Setter, machine, woodcutting" "8121432" "Setter, machine, woodcutting"
"8121433" "Setter-operator, machine, paper" "8121433" "Setter-operator, machine, paper"
"8121434" "Setter-out (wood products mfr)" "8121434" "Setter-out (wood products mfr)"
"8121435" "Shaper (wood products mfr)" "8121435" "Shaper (wood products mfr)"
"8121436" "Sharpener, prop, pit" "8121436" "Sharpener, prop, pit"
"8121437" "Sheeter (paper mfr)" "8121437" "Sheeter (paper mfr)"
"8121438" "Siever (abrasive paper, cloth mfr)" "8121438" "Siever (abrasive paper, cloth mfr)"
"8121439" "Sizeman (paper mill)" "8121439" "Sizeman (paper mill)"
"8121440" "Sizer (paper mfr)" "8121440" "Sizer (paper mfr)"
"8121441" "Sizer, bobbin" "8121441" "Sizer, bobbin"
"8121442" "Sizer, engine (paper mfr)" "8121442" "Sizer, engine (paper mfr)"
"8121443" "Slicer, veneer" "8121443" "Slicer, veneer"
"8121444" "Slitter (abrasive paper, cloth mfr)" "8121444" "Slitter (abrasive paper, cloth mfr)"
"8121445" "Slitter (paper and printing)" "8121445" "Slitter (paper and printing)"
"8121446" "Slitter (photographic film mfr)" "8121446" "Slitter (photographic film mfr)"
"8121447" "Slitter (transparent cellulose wrappings mfr)" "8121447" "Slitter (transparent cellulose wrappings mfr)"
"8121448" "Slitter, paper" "8121448" "Slitter, paper"
"8121449" "Slitterman (paper mfr)" "8121449" "Slitterman (paper mfr)"
"8121450" "Slotter (paper goods mfr)" "8121450" "Slotter (paper goods mfr)"
"8121451" "Spooler (paper goods mfr)" "8121451" "Spooler (paper goods mfr)"
"8121452" "Spreader, glue (abrasive paper, cloth mfr)" "8121452" "Spreader, glue (abrasive paper, cloth mfr)"
"8121453" "Stainer, paper" "8121453" "Stainer, paper"
"8121454" "Stayer (cardboard box mfr)" "8121454" "Stayer (cardboard box mfr)"
"8121455" "Strainerman (paper mfr)" "8121455" "Strainerman (paper mfr)"
"8121456" "Stripper (paper goods mfr)" "8121456" "Stripper (paper goods mfr)"
"8121457" "Stripper, cardboard" "8121457" "Stripper, cardboard"
"8121458" "Stripper, carton" "8121458" "Stripper, carton"
"8121459" "Stripper, paper" "8121459" "Stripper, paper"
"8121460" "Tackler (paper goods mfr)" "8121460" "Tackler (paper goods mfr)"
"8121461" "Taker-off, bag, paper" "8121461" "Taker-off, bag, paper"
"8121462" "Tankhand (vulcanised fibre)" "8121462" "Tankhand (vulcanised fibre)"
"8121463" "Tender, machine, pasteboard" "8121463" "Tender, machine, pasteboard"
"8121464" "Tenter, back (paper mfr)" "8121464" "Tenter, back (paper mfr)"
"8121465" "Tenter, back (paper staining)" "8121465" "Tenter, back (paper staining)"
"8121466" "Tenter, back, machine, linen" "8121466" "Tenter, back, machine, linen"
"8121467" "Treater, timber" "8121467" "Treater, timber"
"8121468" "Trimmer, card" "8121468" "Trimmer, card"
"8121469" "Trimmer, paper (printing)" "8121469" "Trimmer, paper (printing)"
"8121470" "Trimmer, print, photographic" "8121470" "Trimmer, print, photographic"
"8121471" "Trimmer, sheet (paper goods mfr)" "8121471" "Trimmer, sheet (paper goods mfr)"
"8121472" "Trimmer, veneer" "8121472" "Trimmer, veneer"
"8121473" "Trimmer, wallpaper" "8121473" "Trimmer, wallpaper"
"8121474" "Turner (wood)" "8121474" "Turner (wood)"
"8121475" "Turner (wood products mfr)" "8121475" "Turner (wood products mfr)"
"8121476" "Turner (woodwind instruments mfr)" "8121476" "Turner (woodwind instruments mfr)"
"8121477" "Turner, block, wood" "8121477" "Turner, block, wood"
"8121478" "Turner, bobbin" "8121478" "Turner, bobbin"
"8121479" "Turner, bowl (tobacco pipe mfr)" "8121479" "Turner, bowl (tobacco pipe mfr)"
"8121480" "Turner, counter" "8121480" "Turner, counter"
"8121481" "Turner, handle" "8121481" "Turner, handle"
"8121482" "Turner, heel (wood heels)" "8121482" "Turner, heel (wood heels)"
"8121483" "Turner, mould, fringe" "8121483" "Turner, mould, fringe"
"8121484" "Turner, pipe (tobacco pipe mfr)" "8121484" "Turner, pipe (tobacco pipe mfr)"
"8121485" "Turner, pirn" "8121485" "Turner, pirn"
"8121486" "Turner, rod (fishing rods)" "8121486" "Turner, rod (fishing rods)"
"8121487" "Turner, roller (wood)" "8121487" "Turner, roller (wood)"
"8121488" "Turner, shive" "8121488" "Turner, shive"
"8121489" "Turner, spiral" "8121489" "Turner, spiral"
"8121490" "Turner, spool" "8121490" "Turner, spool"
"8121491" "Turner, wood" "8121491" "Turner, wood"
"8121492" "Varnisher (wallpaper mfr)" "8121492" "Varnisher (wallpaper mfr)"
"8121493" "Varnisher, paper" "8121493" "Varnisher, paper"
"8121494" "Vatman (paper mfr)" "8121494" "Vatman (paper mfr)"
"8121495" "Veneerer, wood" "8121495" "Veneerer, wood"
"8121496" "Washer (paper mfr)" "8121496" "Washer (paper mfr)"
"8121497" "Washerman (paper mfr)" "8121497" "Washerman (paper mfr)"
"8121498" "Waterman (paper mfr)" "8121498" "Waterman (paper mfr)"
"8121499" "Waxer (paper mfr)" "8121499" "Waxer (paper mfr)"
"8121500" "Waxer, paper, stencil" "8121500" "Waxer, paper, stencil"
"8121501" "Willower (paper mfr)" "8121501" "Willower (paper mfr)"
"8121502" "Winder (paper mfr)" "8121502" "Winder (paper mfr)"
"8121503" "Winder (wallpaper mfr)" "8121503" "Winder (wallpaper mfr)"
"8121504" "Winder, spiral (paper tube mfr)" "8121504" "Winder, spiral (paper tube mfr)"
"8121505" "Winder, tube (paper tube mfr)" "8121505" "Winder, tube (paper tube mfr)"
"8121506" "Winder, wallpaper" "8121506" "Winder, wallpaper"
"8121507" "Winderman (paper mfr)" "8121507" "Winderman (paper mfr)"
"8121508" "Worker, bark" "8121508" "Worker, bark"
"8121509" "Worker, box, cardboard" "8121509" "Worker, box, cardboard"
"8121510" "Worker, dry (paper mfr)" "8121510" "Worker, dry (paper mfr)"
"8121511" "Worker, fibre (paper mfr)" "8121511" "Worker, fibre (paper mfr)"
"8121512" "Worker, house, rag" "8121512" "Worker, house, rag"
"8121513" "Worker, kiln (furniture mfr)" "8121513" "Worker, kiln (furniture mfr)"
"8121514" "Worker, mill (timber merchants)" "8121514" "Worker, mill (timber merchants)"
"8121515" "Worker, mill, paper" "8121515" "Worker, mill, paper"
"8121516" "Worker, mill, saw" "8121516" "Worker, mill, saw"
"8121517" "Worker, paper (paper mfr)" "8121517" "Worker, paper (paper mfr)"
"8121518" "Worker, process (paper and board products mfr)" "8121518" "Worker, process (paper and board products mfr)"
"8121519" "Worker, process (paper mfr)" "8121519" "Worker, process (paper mfr)"
"8121520" "Worker, process (wood products mfr)" "8121520" "Worker, process (wood products mfr)"
"8121521" "Worker, room, pattern (wallpaper mfr)" "8121521" "Worker, room, pattern (wallpaper mfr)"
"8121522" "Worker, tank, wax (cardboard box mfr)" "8121522" "Worker, tank, wax (cardboard box mfr)"
"8121523" "Worker, tube (paper)" "8121523" "Worker, tube (paper)"
"8121524" "Wrapper (cardboard box mfr)" "8121524" "Wrapper (cardboard box mfr)"
"8122" "Coal mine operatives" "8122" "Coal mine operatives"
"8122001" "Assistant, banksman's (coal mine)" "8122001" "Assistant, banksman's (coal mine)"
"8122002" "Assistant, borer's (coal mine)" "8122002" "Assistant, borer's (coal mine)"
"8122003" "Assistant, collier" "8122003" "Assistant, collier"
"8122004" "Assistant, collier's" "8122004" "Assistant, collier's"
"8122005" "Assistant, onsetter's" "8122005" "Assistant, onsetter's"
"8122006" "Assistant, repairer's (coal mine)" "8122006" "Assistant, repairer's (coal mine)"
"8122007" "Assistant, shotfirer's (coal mine)" "8122007" "Assistant, shotfirer's (coal mine)"
"8122008" "Assistant, timberman (coal mine)" "8122008" "Assistant, timberman (coal mine)"
"8122009" "Assistant, timberman's (coal mine)" "8122009" "Assistant, timberman's (coal mine)"
"8122010" "Attendant, aerial (mine: above ground)" "8122010" "Attendant, aerial (mine: above ground)"
"8122011" "Attendant, car, mine" "8122011" "Attendant, car, mine"
"8122012" "Attendant, coal" "8122012" "Attendant, coal"
"8122013" "Attendant, creeper (coal mine)" "8122013" "Attendant, creeper (coal mine)"
"8122014" "Attendant, depot (coal mine)" "8122014" "Attendant, depot (coal mine)"
"8122015" "Attendant, hopper (coal mine)" "8122015" "Attendant, hopper (coal mine)"
"8122016" "Attendant, journey (coal mine)" "8122016" "Attendant, journey (coal mine)"
"8122017" "Attendant, landing (coal mine)" "8122017" "Attendant, landing (coal mine)"
"8122018" "Attendant, landsale" "8122018" "Attendant, landsale"
"8122019" "Attendant, loader (coal mine)" "8122019" "Attendant, loader (coal mine)"
"8122020" "Attendant, paddy (coal mine)" "8122020" "Attendant, paddy (coal mine)"
"8122021" "Attendant, rope (coal mine)" "8122021" "Attendant, rope (coal mine)"
"8122022" "Attendant, tipper (coal mine)" "8122022" "Attendant, tipper (coal mine)"
"8122023" "Attendant, tipper (coal mine: above ground)" "8122023" "Attendant, tipper (coal mine: above ground)"
"8122024" "Attendant, tippler (coal mine)" "8122024" "Attendant, tippler (coal mine)"
"8122025" "Beltman (coal mine)" "8122025" "Beltman (coal mine)"
"8122026" "Bolter, roof (coal mine)" "8122026" "Bolter, roof (coal mine)"
"8122027" "Borer (coal mine)" "8122027" "Borer (coal mine)"
"8122028" "Borer, methane (coal mine)" "8122028" "Borer, methane (coal mine)"
"8122029" "Brakesman (coal mine)" "8122029" "Brakesman (coal mine)"
"8122030" "Brusher (coal mine)" "8122030" "Brusher (coal mine)"
"8122031" "Bumper (coal mine)" "8122031" "Bumper (coal mine)"
"8122032" "Bunker (coal mine)" "8122032" "Bunker (coal mine)"
"8122033" "Bunkerman (blast furnace)" "8122033" "Bunkerman (blast furnace)"
"8122034" "Bunkerman (coal mine)" "8122034" "Bunkerman (coal mine)"
"8122035" "Burster" "8122035" "Burster"
"8122036" "Byeworker (coal mine)" "8122036" "Byeworker (coal mine)"
"8122037" "Canchman (coal mine)" "8122037" "Canchman (coal mine)"
"8122038" "Changer, rope (coal mine)" "8122038" "Changer, rope (coal mine)"
"8122039" "Chargeman (coal mine)" "8122039" "Chargeman (coal mine)"
"8122040" "Chocker (coal mine)" "8122040" "Chocker (coal mine)"
"8122041" "Cleaner (coal mine)" "8122041" "Cleaner (coal mine)"
"8122042" "Cleaner, belt (coal mine)" "8122042" "Cleaner, belt (coal mine)"
"8122043" "Cleaner, lamp (coal mine)" "8122043" "Cleaner, lamp (coal mine)"
"8122044" "Cleaner, spillage" "8122044" "Cleaner, spillage"
"8122045" "Cleaner, wagon (coal mine)" "8122045" "Cleaner, wagon (coal mine)"
"8122046" "Clipper (coal mine)" "8122046" "Clipper (coal mine)"
"8122047" "Collier (coal mine)" "8122047" "Collier (coal mine)"
"8122048" "Companyman (coal mine)" "8122048" "Companyman (coal mine)"
"8122049" "Conductor, paddy" "8122049" "Conductor, paddy"
"8122050" "Contractor, stone (coal mine)" "8122050" "Contractor, stone (coal mine)"
"8122051" "Controller, conveyer (coal mine)" "8122051" "Controller, conveyer (coal mine)"
"8122052" "Cutter (coal mine)" "8122052" "Cutter (coal mine)"
"8122053" "Cutter, coal (coal mine)" "8122053" "Cutter, coal (coal mine)"
"8122054" "Cutter, machine (coal mine)" "8122054" "Cutter, machine (coal mine)"
"8122055" "Cutterman (coal mine)" "8122055" "Cutterman (coal mine)"
"8122056" "Cutterman, coal" "8122056" "Cutterman, coal"
"8122057" "Deputy (coal mine)" "8122057" "Deputy (coal mine)"
"8122058" "Developer (coal mine)" "8122058" "Developer (coal mine)"
"8122059" "Digger, coal (coal mine)" "8122059" "Digger, coal (coal mine)"
"8122060" "Dinker (coal mine)" "8122060" "Dinker (coal mine)"
"8122061" "Dismantler (coal mine)" "8122061" "Dismantler (coal mine)"
"8122062" "Drawer (coal mine)" "8122062" "Drawer (coal mine)"
"8122063" "Drawer, chock (coal mine)" "8122063" "Drawer, chock (coal mine)"
"8122064" "Drawer, prop (coal mine)" "8122064" "Drawer, prop (coal mine)"
"8122065" "Drawer, salvage (coal mine)" "8122065" "Drawer, salvage (coal mine)"
"8122066" "Drawer, steel (coal mine)" "8122066" "Drawer, steel (coal mine)"
"8122067" "Drawer, timber (coal mine)" "8122067" "Drawer, timber (coal mine)"
"8122068" "Drawer, waste (coal mine)" "8122068" "Drawer, waste (coal mine)"
"8122069" "Drawer-off (coal mine)" "8122069" "Drawer-off (coal mine)"
"8122070" "Drifter (coal mine)" "8122070" "Drifter (coal mine)"
"8122071" "Driftman (coal mine)" "8122071" "Driftman (coal mine)"
"8122072" "Driller (coal mine)" "8122072" "Driller (coal mine)"
"8122073" "Driver (coal mine: below ground: pony)" "8122073" "Driver (coal mine: below ground: pony)"
"8122074" "Driver, shearer (coal mine)" "8122074" "Driver, shearer (coal mine)"
"8122075" "Dumper (coal mine)" "8122075" "Dumper (coal mine)"
"8122076" "Emptier, wagon (coal mine)" "8122076" "Emptier, wagon (coal mine)"
"8122077" "Examiner (coal mine)" "8122077" "Examiner (coal mine)"
"8122078" "Extractor (coal mine)" "8122078" "Extractor (coal mine)"
"8122079" "Filler (coal mine)" "8122079" "Filler (coal mine)"
"8122080" "Filler, coal" "8122080" "Filler, coal"
"8122081" "Filler, conveyor (coal mine: below ground)" "8122081" "Filler, conveyor (coal mine: below ground)"
"8122082" "Filler, truck (coal mine)" "8122082" "Filler, truck (coal mine)"
"8122083" "Filler, tub (coal mine)" "8122083" "Filler, tub (coal mine)"
"8122084" "Fireman (coal mine: below ground)" "8122084" "Fireman (coal mine: below ground)"
"8122085" "Firer, shot (coal mine)" "8122085" "Firer, shot (coal mine)"
"8122086" "Fitter, chock (coal mine)" "8122086" "Fitter, chock (coal mine)"
"8122087" "Fixer, girder (coal mine)" "8122087" "Fixer, girder (coal mine)"
"8122088" "Foreman (coal mine)" "8122088" "Foreman (coal mine)"
"8122089" "Foreman (coal mine: opencast)" "8122089" "Foreman (coal mine: opencast)"
"8122090" "Foreman, coal" "8122090" "Foreman, coal"
"8122091" "Foreman, traffic (coal mine: below ground)" "8122091" "Foreman, traffic (coal mine: below ground)"
